,product,year,month,price,date
590,"Молоко питьевое цельное стерилизованное 2,5-3,2% жирности, л",2024,март,154.5,2024-03-01
591,"Молоко питьевое цельное стерилизованное 2,5-3,2% жирности, л",2024,апрель,156.67,2024-04-01
592,"Молоко питьевое цельное стерилизованное 2,5-3,2% жирности, л",2024,май,158.36,2024-05-01
593,"Молоко питьевое цельное стерилизованное 2,5-3,2% жирности, л",2024,июнь,158.82,2024-06-01
594,"Молоко питьевое цельное стерилизованное 2,5-3,2% жирности, л",2024,июль,159.46,2024-07-01
595,"Молоко питьевое цельное стерилизованное 2,5-3,2% жирности, л",2024,август,159.36,2024-08-01
596,"Молоко питьевое цельное стерилизованное 2,5-3,2% жирности, л",2024,сентябрь,163.96,2024-09-01
597,"Молоко питьевое цельное стерилизованное 2,5-3,2% жирности, л",2024,октябрь,167.77,2024-10-01
598,"Молоко питьевое цельное стерилизованное 2,5-3,2% жирности, л",2024,ноябрь,170.37,2024-11-01
599,"Молоко питьевое цельное стерилизованное 2,5-3,2% жирности, л",2024,декабрь,170.8,2024-12-01
600,"Смеси сухие молочные для детского питания, кг",2024,январь,1855.63,2024-01-01
601,"Смеси сухие молочные для детского питания, кг",2024,февраль,1860.38,2024-02-01
602,"Смеси сухие молочные для детского питания, кг",2024,март,1869.89,2024-03-01
603,"Смеси сухие молочные для детского питания, кг",2024,апрель,1860.58,2024-04-01
604,"Смеси сухие молочные для детского питания, кг",2024,май,1880.61,2024-05-01
605,"Смеси сухие молочные для детского питания, кг",2024,июнь,1896.59,2024-06-01
606,"Смеси сухие молочные для детского питания, кг",2024,июль,1919.6,2024-07-01
607,"Смеси сухие молочные для детского питания, кг",2024,август,1937.54,2024-08-01
608,"Смеси сухие молочные для детского питания, кг",2024,сентябрь,1945.75,2024-09-01
609,"Смеси сухие молочные для детского питания, кг",2024,октябрь,1970.19,2024-10-01
610,"Смеси сухие молочные для детского питания, кг",2024,ноябрь,1982.8,2024-11-01
611,"Смеси сухие молочные для детского питания, кг",2024,декабрь,1991.4,2024-12-01
612,"Смеси сухие молочные для детского питания, кг",2025,январь,1984.6,2025-01-01
613,"Смеси сухие молочные для детского питания, кг",2025,февраль,1984.6,2025-02-01
614,"Смеси сухие молочные для детского питания, кг",2025,март,1990.75,2025-03-01
615,"Смеси сухие молочные для детского питания, кг",2025,апрель,1990.92,2025-04-01
616,"Смеси сухие молочные для детского питания, кг",2025,май,2004.09,2025-05-01
617,"Смеси сухие молочные для детского питания, кг",2025,июнь,2050.75,2025-06-01
618,"Смеси сухие молочные для детского питания, кг",2025,июль,2076.69,2025-07-01
619,"Смеси сухие молочные для детского питания, кг",2025,август,2081.43,2025-08-01
620,"Смеси сухие молочные для детского питания, кг",2025,сентябрь,2100.29,2025-09-01
621,"Сыры плавленые, кг",2024,январь,948.22,2024-01-01
622,"Сыры плавленые, кг",2024,февраль,934.73,2024-02-01
623,"Сыры плавленые, кг",2024,март,943.25,2024-03-01
624,"Сыры плавленые, кг",2024,апрель,945.99,2024-04-01
625,"Сыры плавленые, кг",2024,май,957.56,2024-05-01
626,"Сыры плавленые, кг",2024,июнь,960.19,2024-06-01
627,"Сыры плавленые, кг",2024,июль,968.81,2024-07-01
628,"Сыры плавленые, кг",2024,август,971.38,2024-08-01
629,"Сыры плавленые, кг",2024,сентябрь,991.52,2024-09-01
630,"Сыры плавленые, кг",2024,октябрь,989.06,2024-10-01
631,"Сыры плавленые, кг",2024,ноябрь,1071.02,2024-11-01
632,"Сыры плавленые, кг",2024,декабрь,1099.72,2024-12-01
633,"Сыры плавленые, кг",2025,январь,1147.98,2025-01-01
634,"Сыры плавленые, кг",2025,февраль,1155.3,2025-02-01
635,"Сыры плавленые, кг",2025,март,1180.48,2025-03-01
636,"Сыры плавленые, кг",2025,апрель,1204.86,2025-04-01
637,"Сыры плавленые, кг",2025,май,1197.13,2025-05-01
638,"Сыры плавленые, кг",2025,июнь,1211.25,2025-06-01
639,"Сыры плавленые, кг",2025,июль,1228.43,2025-07-01
640,"Сыры плавленые, кг",2025,август,1229.51,2025-08-01
641,"Сыры плавленые, кг",2025,сентябрь,1226.93,2025-09-01
642,"Национальные сыры и брынза, кг",2024,январь,1145.17,2024-01-01
643,"Национальные сыры и брынза, кг",2024,февраль,1220.96,2024-02-01
644,"Национальные сыры и брынза, кг",2024,март,1220.96,2024-03-01
645,"Национальные сыры и брынза, кг",2024,апрель,1220.96,2024-04-01
646,"Национальные сыры и брынза, кг",2024,май,1220.96,2024-05-01
647,"Национальные сыры и брынза, кг",2024,июнь,1239.66,2024-06-01
648,"Национальные сыры и брынза, кг",2024,июль,1239.66,2024-07-01
649,"Национальные сыры и брынза, кг",2024,август,1239.66,2024-08-01
650,"Национальные сыры и брынза, кг",2024,сентябрь,1239.66,2024-09-01
651,"Национальные сыры и брынза, кг",2024,октябрь,1242.23,2024-10-01
652,"Национальные сыры и брынза, кг",2024,ноябрь,1242.23,2024-11-01
653,"Национальные сыры и брынза, кг",2024,декабрь,1269.79,2024-12-01
654,"Национальные сыры и брынза, кг",2025,январь,1282.36,2025-01-01
655,"Национальные сыры и брынза, кг",2025,февраль,1291.27,2025-02-01
656,"Национальные сыры и брынза, кг",2025,март,1308.78,2025-03-01
657,"Национальные сыры и брынза, кг",2025,апрель,1308.78,2025-04-01
658,"Национальные сыры и брынза, кг",2025,май,1308.78,2025-05-01
659,"Национальные сыры и брынза, кг",2025,июнь,1308.78,2025-06-01
660,"Национальные сыры и брынза, кг",2025,июль,1317.84,2025-07-01
661,"Национальные сыры и брынза, кг",2025,август,1331.34,2025-08-01
662,"Национальные сыры и брынза, кг",2025,сентябрь,1471.6,2025-09-01
663,"Овощи натуральные консервированные, маринованные, кг",2024,январь,307.97,2024-01-01
664,"Овощи натуральные консервированные, маринованные, кг",2024,февраль,314.74,2024-02-01
665,"Овощи натуральные консервированные, маринованные, кг",2024,март,315.74,2024-03-01
666,"Овощи натуральные консервированные, маринованные, кг",2024,апрель,318.18,2024-04-01
667,"Овощи натуральные консервированные, маринованные, кг",2024,май,319.73,2024-05-01
668,"Овощи натуральные консервированные, маринованные, кг",2024,июнь,321.75,2024-06-01
669,"Овощи натуральные консервированные, маринованные, кг",2024,июль,323.32,2024-07-01
670,"Овощи натуральные консервированные, маринованные, кг",2024,август,322.25,2024-08-01
671,"Овощи натуральные консервированные, маринованные, кг",2024,сентябрь,327.37,2024-09-01
672,"Овощи натуральные консервированные, маринованные, кг",2024,октябрь,335.25,2024-10-01
673,"Овощи натуральные консервированные, маринованные, кг",2024,ноябрь,330.22,2024-11-01
674,"Овощи натуральные консервированные, маринованные, кг",2024,декабрь,332.49,2024-12-01
675,"Овощи натуральные консервированные, маринованные, кг",2025,январь,347.01,2025-01-01
676,"Овощи натуральные консервированные, маринованные, кг",2025,февраль,348.13,2025-02-01
677,"Овощи натуральные консервированные, маринованные, кг",2025,март,350.24,2025-03-01
678,"Овощи натуральные консервированные, маринованные, кг",2025,апрель,349.36,2025-04-01
679,"Овощи натуральные консервированные, маринованные, кг",2025,май,354.43,2025-05-01
680,"Овощи натуральные консервированные, маринованные, кг",2025,июнь,360.16,2025-06-01
681,"Овощи натуральные консервированные, маринованные, кг",2025,июль,365.34,2025-07-01
682,"Овощи натуральные консервированные, маринованные, кг",2025,август,363.56,2025-08-01
683,"Овощи натуральные консервированные, маринованные, кг",2025,сентябрь,365.85,2025-09-01
684,"Консервы овощные для детского питания, кг",2024,январь,993.46,2024-01-01
685,"Консервы овощные для детского питания, кг",2024,февраль,998.47,2024-02-01
686,"Консервы овощные для детского питания, кг",2024,март,1000.23,2024-03-01
687,"Консервы овощные для детского питания, кг",2024,апрель,1020.12,2024-04-01
688,"Консервы овощные для детского питания, кг",2024,май,1014.41,2024-05-01
689,"Консервы овощные для детского питания, кг",2024,июнь,1024.54,2024-06-01
690,"Консервы овощные для детского питания, кг",2024,июль,1046.74,2024-07-01
691,"Консервы овощные для детского питания, кг",2024,август,1035.63,2024-08-01
692,"Консервы овощные для детского питания, кг",2024,сентябрь,1069.48,2024-09-01
693,"Консервы овощные для детского питания, кг",2024,октябрь,1098.67,2024-10-01
694,"Консервы овощные для детского питания, кг",2024,ноябрь,1124.96,2024-11-01
695,"Консервы овощные для детского питания, кг",2024,декабрь,1119.72,2024-12-01
696,"Консервы овощные для детского питания, кг",2025,январь,1144.3,2025-01-01
697,"Консервы овощные для детского питания, кг",2025,февраль,1143.65,2025-02-01
698,"Консервы овощные для детского питания, кг",2025,март,1190.79,2025-03-01
699,"Консервы овощные для детского питания, кг",2025,апрель,1195.55,2025-04-01
700,"Консервы овощные для детского питания, кг",2025,май,1202.84,2025-05-01
701,"Консервы овощные для детского питания, кг",2025,июнь,1237.85,2025-06-01
702,"Консервы овощные для детского питания, кг",2025,июль,1233.92,2025-07-01
703,"Консервы овощные для детского питания, кг",2025,август,1227.59,2025-08-01
704,"Консервы овощные для детского питания, кг",2025,сентябрь,1206.68,2025-09-01
705,"Консервы томатные, кг",2024,январь,412.91,2024-01-01
706,"Консервы томатные, кг",2024,февраль,413.44,2024-02-01
707,"Консервы томатные, кг",2024,март,414.95,2024-03-01
708,"Консервы томатные, кг",2024,апрель,425.26,2024-04-01
709,"Консервы томатные, кг",2024,май,426.32,2024-05-01
710,"Консервы томатные, кг",2024,июнь,436.71,2024-06-01
711,"Консервы томатные, кг",2024,июль,438.71,2024-07-01
712,"Консервы томатные, кг",2024,август,452.61,2024-08-01
713,"Консервы томатные, кг",2024,сентябрь,461.0,2024-09-01
714,"Консервы томатные, кг",2024,октябрь,462.11,2024-10-01
715,"Консервы томатные, кг",2024,ноябрь,465.22,2024-11-01
716,"Консервы томатные, кг",2024,декабрь,483.19,2024-12-01
717,"Консервы томатные, кг",2025,январь,496.14,2025-01-01
718,"Консервы томатные, кг",2025,февраль,498.88,2025-02-01
719,"Консервы томатные, кг",2025,март,541.29,2025-03-01
720,"Консервы томатные, кг",2025,апрель,537.56,2025-04-01
721,"Консервы томатные, кг",2025,май,541.79,2025-05-01
722,"Консервы томатные, кг",2025,июнь,541.79,2025-06-01
723,"Консервы томатные, кг",2025,июль,541.79,2025-07-01
724,"Консервы томатные, кг",2025,август,549.8,2025-08-01
725,"Консервы томатные, кг",2025,сентябрь,553.13,2025-09-01
726,"Кетчуп, кг",2024,январь,385.68,2024-01-01
727,"Кетчуп, кг",2024,февраль,392.09,2024-02-01
728,"Кетчуп, кг",2024,март,393.45,2024-03-01
729,"Кетчуп, кг",2024,апрель,392.4,2024-04-01
730,"Кетчуп, кг",2024,май,403.29,2024-05-01
731,"Кетчуп, кг",2024,июнь,411.44,2024-06-01
732,"Кетчуп, кг",2024,июль,417.79,2024-07-01
733,"Кетчуп, кг",2024,август,422.82,2024-08-01
734,"Кетчуп, кг",2024,сентябрь,421.74,2024-09-01
735,"Кетчуп, кг",2024,октябрь,423.77,2024-10-01
736,"Кетчуп, кг",2024,ноябрь,427.89,2024-11-01
737,"Кетчуп, кг",2024,декабрь,438.37,2024-12-01
738,"Кетчуп, кг",2025,январь,441.32,2025-01-01
739,"Кетчуп, кг",2025,февраль,452.53,2025-02-01
740,"Кетчуп, кг",2025,март,451.11,2025-03-01
741,"Кетчуп, кг",2025,апрель,454.55,2025-04-01
742,"Кетчуп, кг",2025,май,454.55,2025-05-01
743,"Кетчуп, кг",2025,июнь,455.48,2025-06-01
744,"Кетчуп, кг",2025,июль,453.43,2025-07-01
745,"Кетчуп, кг",2025,август,453.95,2025-08-01
746,"Кетчуп, кг",2025,сентябрь,454.32,2025-09-01
747,"Соки фруктовые, л",2024,январь,147.58,2024-01-01
748,"Соки фруктовые, л",2024,февраль,152.52,2024-02-01
749,"Соки фруктовые, л",2024,март,156.77,2024-03-01
750,"Соки фруктовые, л",2024,апрель,157.81,2024-04-01
751,"Соки фруктовые, л",2024,май,161.77,2024-05-01
752,"Соки фруктовые, л",2024,июнь,161.92,2024-06-01
753,"Соки фруктовые, л",2024,июль,159.86,2024-07-01
754,"Соки фруктовые, л",2024,август,162.62,2024-08-01
755,"Соки фруктовые, л",2024,сентябрь,163.09,2024-09-01
756,"Соки фруктовые, л",2024,октябрь,159.03,2024-10-01
757,"Соки фруктовые, л",2024,ноябрь,154.19,2024-11-01
758,"Соки фруктовые, л",2024,декабрь,159.47,2024-12-01
759,"Соки фруктовые, л",2025,январь,161.24,2025-01-01
760,"Соки фруктовые, л",2025,февраль,179.28,2025-02-01
761,"Соки фруктовые, л",2025,март,182.22,2025-03-01
762,"Соки фруктовые, л",2025,апрель,184.09,2025-04-01
763,"Соки фруктовые, л",2025,май,183.92,2025-05-01
764,"Соки фруктовые, л",2025,июнь,181.19,2025-06-01
765,"Соки фруктовые, л",2025,июль,182.59,2025-07-01
766,"Соки фруктовые, л",2025,август,182.91,2025-08-01
767,"Соки фруктовые, л",2025,сентябрь,180.97,2025-09-01
768,"Консервы фруктово-ягодные для детского питания, кг",2024,январь,801.83,2024-01-01
769,"Консервы фруктово-ягодные для детского питания, кг",2024,февраль,825.62,2024-02-01
770,"Консервы фруктово-ягодные для детского питания, кг",2024,март,837.77,2024-03-01
771,"Консервы фруктово-ягодные для детского питания, кг",2024,апрель,834.57,2024-04-01
772,"Консервы фруктово-ягодные для детского питания, кг",2024,май,825.84,2024-05-01
773,"Консервы фруктово-ягодные для детского питания, кг",2024,июнь,828.06,2024-06-01
774,"Консервы фруктово-ягодные для детского питания, кг",2024,июль,850.35,2024-07-01
775,"Консервы фруктово-ягодные для детского питания, кг",2024,август,857.49,2024-08-01
776,"Консервы фруктово-ягодные для детского питания, кг",2024,сентябрь,849.7,2024-09-01
777,"Консервы фруктово-ягодные для детского питания, кг",2024,октябрь,859.02,2024-10-01
778,"Консервы фруктово-ягодные для детского питания, кг",2024,ноябрь,858.54,2024-11-01
779,"Консервы фруктово-ягодные для детского питания, кг",2024,декабрь,839.83,2024-12-01
780,"Консервы фруктово-ягодные для детского питания, кг",2025,январь,850.92,2025-01-01
781,"Консервы фруктово-ягодные для детского питания, кг",2025,февраль,862.06,2025-02-01
782,"Консервы фруктово-ягодные для детского питания, кг",2025,март,903.21,2025-03-01
783,"Консервы фруктово-ягодные для детского питания, кг",2025,апрель,896.0,2025-04-01
784,"Консервы фруктово-ягодные для детского питания, кг",2025,май,908.56,2025-05-01
785,"Консервы фруктово-ягодные для детского питания, кг",2025,июнь,924.63,2025-06-01
786,"Консервы фруктово-ягодные для детского питания, кг",2025,июль,927.07,2025-07-01
787,"Консервы фруктово-ягодные для детского питания, кг",2025,август,925.62,2025-08-01
788,"Консервы фруктово-ягодные для детского питания, кг",2025,сентябрь,918.45,2025-09-01
789,"Яйца куриные, 10 шт.",2024,январь,170.95,2024-01-01
790,"Яйца куриные, 10 шт.",2024,февраль,176.74,2024-02-01
791,"Яйца куриные, 10 шт.",2024,март,177.97,2024-03-01
792,"Яйца куриные, 10 шт.",2024,апрель,172.9,2024-04-01
793,"Яйца куриные, 10 шт.",2024,май,172.28,2024-05-01
794,"Яйца куриные, 10 шт.",2024,июнь,164.26,2024-06-01
795,"Яйца куриные, 10 шт.",2024,июль,161.63,2024-07-01
796,"Яйца куриные, 10 шт.",2024,август,160.01,2024-08-01
797,"Яйца куриные, 10 шт.",2024,сентябрь,159.97,2024-09-01
798,"Яйца куриные, 10 шт.",2024,октябрь,162.57,2024-10-01
799,"Яйца куриные, 10 шт.",2024,ноябрь,163.73,2024-11-01
800,"Яйца куриные, 10 шт.",2024,декабрь,169.92,2024-12-01
801,"Яйца куриные, 10 шт.",2025,январь,176.25,2025-01-01
802,"Яйца куриные, 10 шт.",2025,февраль,181.26,2025-02-01
803,"Яйца куриные, 10 шт.",2025,март,182.29,2025-03-01
804,"Яйца куриные, 10 шт.",2025,апрель,180.95,2025-04-01
805,"Яйца куриные, 10 шт.",2025,май,175.09,2025-05-01
806,"Яйца куриные, 10 шт.",2025,июнь,155.57,2025-06-01
807,"Яйца куриные, 10 шт.",2025,июль,151.71,2025-07-01
808,"Яйца куриные, 10 шт.",2025,август,146.83,2025-08-01
809,"Яйца куриные, 10 шт.",2025,сентябрь,145.03,2025-09-01
810,"Сахар-песок, кг",2024,январь,90.54,2024-01-01
811,"Сахар-песок, кг",2024,февраль,90.26,2024-02-01
812,"Сахар-песок, кг",2024,март,91.24,2024-03-01
813,"Сахар-песок, кг",2024,апрель,92.5,2024-04-01
814,"Сахар-песок, кг",2024,май,95.02,2024-05-01
815,"Сахар-песок, кг",2024,июнь,96.72,2024-06-01
816,"Сахар-песок, кг",2024,июль,98.29,2024-07-01
817,"Сахар-песок, кг",2024,август,98.01,2024-08-01
818,"Сахар-песок, кг",2024,сентябрь,98.48,2024-09-01
819,"Сахар-песок, кг",2024,октябрь,98.46,2024-10-01
820,"Сахар-песок, кг",2024,ноябрь,98.06,2024-11-01
821,"Сахар-песок, кг",2024,декабрь,98.42,2024-12-01
822,"Сахар-песок, кг",2025,январь,98.7,2025-01-01
823,"Сахар-песок, кг",2025,февраль,98.77,2025-02-01
824,"Сахар-песок, кг",2025,март,98.88,2025-03-01
825,"Сахар-песок, кг",2025,апрель,99.29,2025-04-01
826,"Сахар-песок, кг",2025,май,99.29,2025-05-01
827,"Сахар-песок, кг",2025,июнь,98.48,2025-06-01
828,"Сахар-песок, кг",2025,июль,98.73,2025-07-01
829,"Сахар-песок, кг",2025,август,98.59,2025-08-01
830,"Сахар-песок, кг",2025,сентябрь,98.49,2025-09-01
831,"Печенье, кг",2024,январь,419.16,2024-01-01
832,"Печенье, кг",2024,февраль,420.57,2024-02-01
833,"Печенье, кг",2024,март,430.07,2024-03-01
834,"Печенье, кг",2024,апрель,429.46,2024-04-01
835,"Печенье, кг",2024,май,433.48,2024-05-01
836,"Печенье, кг",2024,июнь,434.4,2024-06-01
837,"Печенье, кг",2024,июль,436.66,2024-07-01
838,"Печенье, кг",2024,август,444.28,2024-08-01
839,"Печенье, кг",2024,сентябрь,440.88,2024-09-01
840,"Печенье, кг",2024,октябрь,441.31,2024-10-01
841,"Печенье, кг",2024,ноябрь,451.77,2024-11-01
842,"Печенье, кг",2024,декабрь,456.7,2024-12-01
843,"Печенье, кг",2025,январь,471.45,2025-01-01
844,"Печенье, кг",2025,февраль,467.74,2025-02-01
845,"Печенье, кг",2025,март,487.19,2025-03-01
846,"Печенье, кг",2025,апрель,490.37,2025-04-01
847,"Печенье, кг",2025,май,493.57,2025-05-01
848,"Печенье, кг",2025,июнь,501.96,2025-06-01
849,"Печенье, кг",2025,июль,508.16,2025-07-01
850,"Печенье, кг",2025,август,519.96,2025-08-01
851,"Печенье, кг",2025,сентябрь,539.69,2025-09-01
852,"Пряники, кг",2024,январь,404.77,2024-01-01
853,"Пряники, кг",2024,февраль,403.9,2024-02-01
854,"Пряники, кг",2024,март,419.64,2024-03-01
855,"Пряники, кг",2024,апрель,427.02,2024-04-01
856,"Пряники, кг",2024,май,420.74,2024-05-01
857,"Пряники, кг",2024,июнь,422.28,2024-06-01
858,"Пряники, кг",2024,июль,428.9,2024-07-01
859,"Пряники, кг",2024,август,432.84,2024-08-01
860,"Пряники, кг",2024,сентябрь,444.65,2024-09-01
861,"Пряники, кг",2024,октябрь,456.77,2024-10-01
862,"Пряники, кг",2024,ноябрь,465.09,2024-11-01
863,"Пряники, кг",2024,декабрь,470.59,2024-12-01
864,"Пряники, кг",2025,январь,496.07,2025-01-01
865,"Пряники, кг",2025,февраль,504.12,2025-02-01
866,"Пряники, кг",2025,март,505.74,2025-03-01
867,"Пряники, кг",2025,апрель,517.77,2025-04-01
868,"Пряники, кг",2025,май,518.75,2025-05-01
869,"Пряники, кг",2025,июнь,519.34,2025-06-01
870,"Пряники, кг",2025,июль,534.42,2025-07-01
871,"Пряники, кг",2025,август,560.76,2025-08-01
872,"Пряники, кг",2025,сентябрь,577.49,2025-09-01
873,"Зефир, пастила, кг",2024,январь,568.05,2024-01-01
874,"Зефир, пастила, кг",2024,февраль,577.88,2024-02-01
875,"Зефир, пастила, кг",2024,март,575.6,2024-03-01
876,"Зефир, пастила, кг",2024,апрель,578.8,2024-04-01
877,"Зефир, пастила, кг",2024,май,579.18,2024-05-01
878,"Зефир, пастила, кг",2024,июнь,582.59,2024-06-01
879,"Зефир, пастила, кг",2024,июль,582.7,2024-07-01
880,"Зефир, пастила, кг",2024,август,582.7,2024-08-01
881,"Зефир, пастила, кг",2024,сентябрь,605.04,2024-09-01
882,"Зефир, пастила, кг",2024,октябрь,627.81,2024-10-01
883,"Зефир, пастила, кг",2024,ноябрь,640.7,2024-11-01
884,"Зефир, пастила, кг",2024,декабрь,644.87,2024-12-01
885,"Зефир, пастила, кг",2025,январь,646.44,2025-01-01
886,"Зефир, пастила, кг",2025,февраль,662.78,2025-02-01
887,"Зефир, пастила, кг",2025,март,666.99,2025-03-01
888,"Зефир, пастила, кг",2025,апрель,674.33,2025-04-01
889,"Зефир, пастила, кг",2025,май,676.95,2025-05-01
890,"Зефир, пастила, кг",2025,июнь,688.98,2025-06-01
891,"Зефир, пастила, кг",2025,июль,689.92,2025-07-01
892,"Зефир, пастила, кг",2025,август,719.0,2025-08-01
893,"Зефир, пастила, кг",2025,сентябрь,731.11,2025-09-01
894,"Какао, кг",2024,январь,1361.39,2024-01-01
895,"Какао, кг",2024,февраль,1364.25,2024-02-01
896,"Какао, кг",2024,март,1373.51,2024-03-01
897,"Какао, кг",2024,апрель,1373.51,2024-04-01
898,"Какао, кг",2024,май,1382.5,2024-05-01
899,"Какао, кг",2024,июнь,1403.33,2024-06-01
900,"Какао, кг",2024,июль,1356.94,2024-07-01
901,"Какао, кг",2024,август,1357.39,2024-08-01
902,"Какао, кг",2024,сентябрь,1409.41,2024-09-01
903,"Какао, кг",2024,октябрь,1469.62,2024-10-01
904,"Какао, кг",2024,ноябрь,1412.84,2024-11-01
905,"Какао, кг",2024,декабрь,1508.42,2024-12-01
906,"Какао, кг",2025,январь,1523.64,2025-01-01
907,"Какао, кг",2025,февраль,1548.22,2025-02-01
908,"Какао, кг",2025,март,1603.9,2025-03-01
909,"Какао, кг",2025,апрель,1563.61,2025-04-01
910,"Какао, кг",2025,май,1632.04,2025-05-01
911,"Какао, кг",2025,июнь,1674.28,2025-06-01
912,"Какао, кг",2025,июль,1571.14,2025-07-01
913,"Какао, кг",2025,август,1595.55,2025-08-01
914,"Какао, кг",2025,сентябрь,1595.56,2025-09-01
915,"Карамель, кг",2024,январь,387.0,2024-01-01
916,"Карамель, кг",2024,февраль,392.7,2024-02-01
917,"Карамель, кг",2024,март,391.21,2024-03-01
918,"Карамель, кг",2024,апрель,384.95,2024-04-01
919,"Карамель, кг",2024,май,391.21,2024-05-01
920,"Карамель, кг",2024,июнь,391.21,2024-06-01
921,"Карамель, кг",2024,июль,390.99,2024-07-01
922,"Карамель, кг",2024,август,382.27,2024-08-01
923,"Карамель, кг",2024,сентябрь,398.67,2024-09-01
924,"Карамель, кг",2024,октябрь,384.14,2024-10-01
925,"Карамель, кг",2024,ноябрь,395.1,2024-11-01
926,"Карамель, кг",2024,декабрь,395.23,2024-12-01
927,"Карамель, кг",2025,январь,405.89,2025-01-01
928,"Карамель, кг",2025,февраль,413.64,2025-02-01
929,"Карамель, кг",2025,март,420.81,2025-03-01
930,"Карамель, кг",2025,апрель,420.81,2025-04-01
931,"Карамель, кг",2025,май,427.88,2025-05-01
932,"Карамель, кг",2025,июнь,443.78,2025-06-01
933,"Карамель, кг",2025,июль,444.46,2025-07-01
934,"Карамель, кг",2025,август,458.98,2025-08-01
935,"Карамель, кг",2025,сентябрь,481.39,2025-09-01
936,"Конфеты мягкие, глазированные шоколадом, кг",2024,январь,683.59,2024-01-01
937,"Конфеты мягкие, глазированные шоколадом, кг",2024,февраль,655.16,2024-02-01
938,"Конфеты мягкие, глазированные шоколадом, кг",2024,март,654.88,2024-03-01
939,"Конфеты мягкие, глазированные шоколадом, кг",2024,апрель,643.06,2024-04-01
940,"Конфеты мягкие, глазированные шоколадом, кг",2024,май,640.01,2024-05-01
941,"Конфеты мягкие, глазированные шоколадом, кг",2024,июнь,651.86,2024-06-01
942,"Конфеты мягкие, глазированные шоколадом, кг",2024,июль,644.91,2024-07-01
943,"Конфеты мягкие, глазированные шоколадом, кг",2024,август,665.6,2024-08-01
944,"Конфеты мягкие, глазированные шоколадом, кг",2024,сентябрь,669.16,2024-09-01
945,"Конфеты мягкие, глазированные шоколадом, кг",2024,октябрь,681.83,2024-10-01
946,"Конфеты мягкие, глазированные шоколадом, кг",2024,ноябрь,692.79,2024-11-01
947,"Конфеты мягкие, глазированные шоколадом, кг",2024,декабрь,692.79,2024-12-01
948,"Конфеты мягкие, глазированные шоколадом, кг",2025,январь,694.82,2025-01-01
949,"Конфеты мягкие, глазированные шоколадом, кг",2025,февраль,710.81,2025-02-01
950,"Конфеты мягкие, глазированные шоколадом, кг",2025,март,716.95,2025-03-01
951,"Конфеты мягкие, глазированные шоколадом, кг",2025,апрель,741.36,2025-04-01
952,"Конфеты мягкие, глазированные шоколадом, кг",2025,май,762.49,2025-05-01
953,"Конфеты мягкие, глазированные шоколадом, кг",2025,июнь,778.1,2025-06-01
954,"Конфеты мягкие, глазированные шоколадом, кг",2025,июль,781.81,2025-07-01
955,"Конфеты мягкие, глазированные шоколадом, кг",2025,август,787.42,2025-08-01
956,"Конфеты мягкие, глазированные шоколадом, кг",2025,сентябрь,776.66,2025-09-01
957,"Шоколад, кг",2024,январь,1439.71,2024-01-01
958,"Шоколад, кг",2024,февраль,1499.08,2024-02-01
959,"Шоколад, кг",2024,март,1510.45,2024-03-01
960,"Шоколад, кг",2024,апрель,1514.11,2024-04-01
961,"Шоколад, кг",2024,май,1551.57,2024-05-01
962,"Шоколад, кг",2024,июнь,1582.26,2024-06-01
963,"Шоколад, кг",2024,июль,1646.16,2024-07-01
964,"Шоколад, кг",2024,август,1610.95,2024-08-01
965,"Шоколад, кг",2024,сентябрь,1665.36,2024-09-01
966,"Шоколад, кг",2024,октябрь,1755.23,2024-10-01
967,"Шоколад, кг",2024,ноябрь,1798.1,2024-11-01
968,"Шоколад, кг",2024,декабрь,1876.44,2024-12-01
969,"Шоколад, кг",2025,январь,1909.18,2025-01-01
970,"Шоколад, кг",2025,февраль,1946.29,2025-02-01
971,"Шоколад, кг",2025,март,1986.23,2025-03-01
972,"Шоколад, кг",2025,апрель,2014.23,2025-04-01
973,"Шоколад, кг",2025,май,2095.79,2025-05-01
974,"Шоколад, кг",2025,июнь,2158.6,2025-06-01
975,"Шоколад, кг",2025,июль,2241.27,2025-07-01
976,"Шоколад, кг",2025,август,2249.36,2025-08-01
977,"Шоколад, кг",2025,сентябрь,2365.82,2025-09-01
978,"Кексы, рулеты, кг",2024,январь,548.83,2024-01-01
979,"Кексы, рулеты, кг",2024,февраль,550.71,2024-02-01
980,"Кексы, рулеты, кг",2024,март,564.7,2024-03-01
981,"Кексы, рулеты, кг",2024,апрель,573.46,2024-04-01
982,"Кексы, рулеты, кг",2024,май,573.2,2024-05-01
983,"Кексы, рулеты, кг",2024,июнь,573.8,2024-06-01
984,"Кексы, рулеты, кг",2024,июль,584.57,2024-07-01
985,"Кексы, рулеты, кг",2024,август,598.78,2024-08-01
986,"Кексы, рулеты, кг",2024,сентябрь,638.02,2024-09-01
987,"Кексы, рулеты, кг",2024,октябрь,642.78,2024-10-01
988,"Кексы, рулеты, кг",2024,ноябрь,644.81,2024-11-01
989,"Кексы, рулеты, кг",2024,декабрь,653.2,2024-12-01
990,"Кексы, рулеты, кг",2025,январь,648.6,2025-01-01
991,"Кексы, рулеты, кг",2025,февраль,669.94,2025-02-01
992,"Кексы, рулеты, кг",2025,март,681.55,2025-03-01
993,"Кексы, рулеты, кг",2025,апрель,712.14,2025-04-01
