,product,year,month,price,date
1840,"Лимоны, кг",2024,февраль,332.46,2024-02-01
1841,"Лимоны, кг",2024,март,327.97,2024-03-01
1842,"Лимоны, кг",2024,апрель,318.17,2024-04-01
1843,"Лимоны, кг",2024,май,308.68,2024-05-01
1844,"Лимоны, кг",2024,июнь,298.34,2024-06-01
1845,"Лимоны, кг",2024,июль,290.79,2024-07-01
1846,"Лимоны, кг",2024,август,283.71,2024-08-01
1847,"Лимоны, кг",2024,сентябрь,275.14,2024-09-01
1848,"Лимоны, кг",2024,октябрь,294.47,2024-10-01
1849,"Лимоны, кг",2024,ноябрь,316.29,2024-11-01
1850,"Лимоны, кг",2024,декабрь,318.66,2024-12-01
1851,"Лимоны, кг",2025,январь,307.12,2025-01-01
1852,"Лимоны, кг",2025,февраль,313.46,2025-02-01
1853,"Лимоны, кг",2025,март,318.53,2025-03-01
1854,"Лимоны, кг",2025,апрель,323.33,2025-04-01
1855,"Лимоны, кг",2025,май,337.57,2025-05-01
1856,"Лимоны, кг",2025,июнь,358.77,2025-06-01
1857,"Лимоны, кг",2025,июль,388.66,2025-07-01
1858,"Лимоны, кг",2025,август,391.74,2025-08-01
1859,"Лимоны, кг",2025,сентябрь,400.0,2025-09-01
1860,"Сухофрукты, кг",2024,январь,372.44,2024-01-01
1861,"Сухофрукты, кг",2024,февраль,372.44,2024-02-01
1862,"Сухофрукты, кг",2024,март,370.6,2024-03-01
1863,"Сухофрукты, кг",2024,апрель,366.79,2024-04-01
1864,"Сухофрукты, кг",2024,май,370.02,2024-05-01
1865,"Сухофрукты, кг",2024,июнь,369.53,2024-06-01
1866,"Сухофрукты, кг",2024,июль,369.53,2024-07-01
1867,"Сухофрукты, кг",2024,август,369.53,2024-08-01
1868,"Сухофрукты, кг",2024,сентябрь,371.26,2024-09-01
1869,"Сухофрукты, кг",2024,октябрь,372.4,2024-10-01
1870,"Сухофрукты, кг",2024,ноябрь,372.4,2024-11-01
1871,"Сухофрукты, кг",2024,декабрь,378.71,2024-12-01
1872,"Сухофрукты, кг",2025,январь,387.07,2025-01-01
1873,"Сухофрукты, кг",2025,февраль,395.75,2025-02-01
1874,"Сухофрукты, кг",2025,март,395.75,2025-03-01
1875,"Сухофрукты, кг",2025,апрель,393.01,2025-04-01
1876,"Сухофрукты, кг",2025,май,383.74,2025-05-01
1877,"Сухофрукты, кг",2025,июнь,396.16,2025-06-01
1878,"Сухофрукты, кг",2025,июль,394.08,2025-07-01
1879,"Сухофрукты, кг",2025,август,390.7,2025-08-01
1880,"Сухофрукты, кг",2025,сентябрь,395.5,2025-09-01
1881,"Бананы, кг",2024,январь,249.59,2024-01-01
1882,"Бананы, кг",2024,февраль,259.05,2024-02-01
1883,"Бананы, кг",2024,март,268.32,2024-03-01
1884,"Бананы, кг",2024,апрель,257.82,2024-04-01
1885,"Бананы, кг",2024,май,254.92,2024-05-01
1886,"Бананы, кг",2024,июнь,260.06,2024-06-01
1887,"Бананы, кг",2024,июль,261.94,2024-07-01
1888,"Бананы, кг",2024,август,251.57,2024-08-01
1889,"Бананы, кг",2024,сентябрь,251.18,2024-09-01
1890,"Бананы, кг",2024,октябрь,257.42,2024-10-01
1891,"Бананы, кг",2024,ноябрь,254.39,2024-11-01
1892,"Бананы, кг",2024,декабрь,266.36,2024-12-01
1893,"Бананы, кг",2025,январь,264.95,2025-01-01
1894,"Бананы, кг",2025,февраль,267.05,2025-02-01
1895,"Бананы, кг",2025,март,264.98,2025-03-01
1896,"Бананы, кг",2025,апрель,269.32,2025-04-01
1897,"Бананы, кг",2025,май,266.29,2025-05-01
1898,"Бананы, кг",2025,июнь,268.03,2025-06-01
1899,"Бананы, кг",2025,июль,271.51,2025-07-01
1900,"Бананы, кг",2025,август,269.55,2025-08-01
1901,"Бананы, кг",2025,сентябрь,269.86,2025-09-01
1902,"Орехи, кг",2024,январь,1189.1,2024-01-01
1903,"Орехи, кг",2024,февраль,1189.1,2024-02-01
1904,"Орехи, кг",2024,март,1189.2,2024-03-01
1905,"Орехи, кг",2024,апрель,1173.06,2024-04-01
1906,"Орехи, кг",2024,май,1177.71,2024-05-01
1907,"Орехи, кг",2024,июнь,1177.71,2024-06-01
1908,"Орехи, кг",2024,июль,1178.01,2024-07-01
1909,"Орехи, кг",2024,август,1178.01,2024-08-01
1910,"Орехи, кг",2024,сентябрь,1178.01,2024-09-01
1911,"Орехи, кг",2024,октябрь,1202.84,2024-10-01
1912,"Орехи, кг",2024,ноябрь,1223.9,2024-11-01
1913,"Орехи, кг",2024,декабрь,1240.5,2024-12-01
1914,"Орехи, кг",2025,январь,1252.63,2025-01-01
1915,"Орехи, кг",2025,февраль,1281.83,2025-02-01
1916,"Орехи, кг",2025,март,1315.44,2025-03-01
1917,"Орехи, кг",2025,апрель,1327.01,2025-04-01
1918,"Орехи, кг",2025,май,1317.74,2025-05-01
1919,"Орехи, кг",2025,июнь,1321.5,2025-06-01
1920,"Орехи, кг",2025,июль,1321.5,2025-07-01
1921,"Орехи, кг",2025,август,1376.61,2025-08-01
1922,"Орехи, кг",2025,сентябрь,1401.46,2025-09-01
1923,"Коньяк ординарный отечественный, л",2024,январь,1724.85,2024-01-01
1924,"Коньяк ординарный отечественный, л",2024,февраль,1683.35,2024-02-01
1925,"Коньяк ординарный отечественный, л",2024,март,1678.5,2024-03-01
1926,"Коньяк ординарный отечественный, л",2024,апрель,1729.81,2024-04-01
1927,"Коньяк ординарный отечественный, л",2024,май,1732.48,2024-05-01
1928,"Коньяк ординарный отечественный, л",2024,июнь,1768.36,2024-06-01
1929,"Коньяк ординарный отечественный, л",2024,июль,1778.8,2024-07-01
1930,"Коньяк ординарный отечественный, л",2024,август,1804.94,2024-08-01
1931,"Коньяк ординарный отечественный, л",2024,сентябрь,1806.49,2024-09-01
1932,"Коньяк ординарный отечественный, л",2024,октябрь,1821.55,2024-10-01
1933,"Коньяк ординарный отечественный, л",2024,ноябрь,1811.7,2024-11-01
1934,"Коньяк ординарный отечественный, л",2024,декабрь,1830.12,2024-12-01
1935,"Коньяк ординарный отечественный, л",2025,январь,1798.94,2025-01-01
1936,"Коньяк ординарный отечественный, л",2025,февраль,1807.93,2025-02-01
1937,"Коньяк ординарный отечественный, л",2025,март,1859.06,2025-03-01
1938,"Коньяк ординарный отечественный, л",2025,апрель,1874.03,2025-04-01
1939,"Коньяк ординарный отечественный, л",2025,май,1893.89,2025-05-01
1940,"Коньяк ординарный отечественный, л",2025,июнь,1939.26,2025-06-01
1941,"Коньяк ординарный отечественный, л",2025,июль,1945.98,2025-07-01
1942,"Коньяк ординарный отечественный, л",2025,август,1949.78,2025-08-01
1943,"Коньяк ординарный отечественный, л",2025,сентябрь,1941.41,2025-09-01
1944,"Вино игристое отечественное, л",2024,январь,601.89,2024-01-01
1945,"Вино игристое отечественное, л",2024,февраль,612.06,2024-02-01
1946,"Вино игристое отечественное, л",2024,март,612.06,2024-03-01
1947,"Вино игристое отечественное, л",2024,апрель,617.32,2024-04-01
1948,"Вино игристое отечественное, л",2024,май,626.65,2024-05-01
1949,"Вино игристое отечественное, л",2024,июнь,639.69,2024-06-01
1950,"Вино игристое отечественное, л",2024,июль,668.51,2024-07-01
1951,"Вино игристое отечественное, л",2024,август,678.67,2024-08-01
1952,"Вино игристое отечественное, л",2024,сентябрь,679.28,2024-09-01
1953,"Вино игристое отечественное, л",2024,октябрь,692.39,2024-10-01
1954,"Вино игристое отечественное, л",2024,ноябрь,706.25,2024-11-01
1955,"Вино игристое отечественное, л",2024,декабрь,705.74,2024-12-01
1956,"Вино игристое отечественное, л",2025,январь,679.63,2025-01-01
1957,"Вино игристое отечественное, л",2025,февраль,694.01,2025-02-01
1958,"Вино игристое отечественное, л",2025,март,706.76,2025-03-01
1959,"Вино игристое отечественное, л",2025,апрель,726.63,2025-04-01
1960,"Вино игристое отечественное, л",2025,май,735.0,2025-05-01
1961,"Вино игристое отечественное, л",2025,июнь,739.3,2025-06-01
1962,"Вино игристое отечественное, л",2025,июль,751.49,2025-07-01
1963,"Вино игристое отечественное, л",2025,август,753.83,2025-08-01
1964,"Вино игристое отечественное, л",2025,сентябрь,791.58,2025-09-01
1965,"Вода минеральная и питьевая, л",2024,январь,41.39,2024-01-01
1966,"Вода минеральная и питьевая, л",2024,февраль,42.51,2024-02-01
1967,"Вода минеральная и питьевая, л",2024,март,43.76,2024-03-01
1968,"Вода минеральная и питьевая, л",2024,апрель,44.54,2024-04-01
1969,"Вода минеральная и питьевая, л",2024,май,46.16,2024-05-01
1970,"Вода минеральная и питьевая, л",2024,июнь,46.26,2024-06-01
1971,"Вода минеральная и питьевая, л",2024,июль,46.26,2024-07-01
1972,"Вода минеральная и питьевая, л",2024,август,46.29,2024-08-01
1973,"Вода минеральная и питьевая, л",2024,сентябрь,46.33,2024-09-01
1974,"Вода минеральная и питьевая, л",2024,октябрь,49.04,2024-10-01
1975,"Вода минеральная и питьевая, л",2024,ноябрь,47.37,2024-11-01
1976,"Вода минеральная и питьевая, л",2024,декабрь,47.77,2024-12-01
1977,"Вода минеральная и питьевая, л",2025,январь,48.46,2025-01-01
1978,"Вода минеральная и питьевая, л",2025,февраль,52.48,2025-02-01
1979,"Вода минеральная и питьевая, л",2025,март,53.01,2025-03-01
1980,"Вода минеральная и питьевая, л",2025,апрель,52.67,2025-04-01
1981,"Вода минеральная и питьевая, л",2025,май,52.67,2025-05-01
1982,"Вода минеральная и питьевая, л",2025,июнь,52.76,2025-06-01
1983,"Вода минеральная и питьевая, л",2025,июль,53.3,2025-07-01
1984,"Вода минеральная и питьевая, л",2025,август,53.58,2025-08-01
1985,"Вода минеральная и питьевая, л",2025,сентябрь,53.72,2025-09-01
1986,"Напитки газированные, л",2024,январь,83.02,2024-01-01
1987,"Напитки газированные, л",2024,февраль,82.56,2024-02-01
1988,"Напитки газированные, л",2024,март,82.56,2024-03-01
1989,"Напитки газированные, л",2024,апрель,82.56,2024-04-01
1990,"Напитки газированные, л",2024,май,83.43,2024-05-01
1991,"Напитки газированные, л",2024,июнь,83.01,2024-06-01
1992,"Напитки газированные, л",2024,июль,83.78,2024-07-01
1993,"Напитки газированные, л",2024,август,85.41,2024-08-01
1994,"Напитки газированные, л",2024,сентябрь,87.41,2024-09-01
1995,"Напитки газированные, л",2024,октябрь,86.47,2024-10-01
1996,"Напитки газированные, л",2024,ноябрь,85.44,2024-11-01
1997,"Напитки газированные, л",2024,декабрь,88.77,2024-12-01
1998,"Напитки газированные, л",2025,январь,90.83,2025-01-01
1999,"Напитки газированные, л",2025,февраль,94.53,2025-02-01
2000,"Напитки газированные, л",2025,март,96.8,2025-03-01
2001,"Напитки газированные, л",2025,апрель,99.41,2025-04-01
2002,"Напитки газированные, л",2025,май,100.3,2025-05-01
2003,"Напитки газированные, л",2025,июнь,100.58,2025-06-01
2004,"Напитки газированные, л",2025,июль,101.21,2025-07-01
2005,"Напитки газированные, л",2025,август,101.2,2025-08-01
2006,"Напитки газированные, л",2025,сентябрь,101.65,2025-09-01
2007,"Мороженое сливочное, кг",2024,январь,1072.42,2024-01-01
2008,"Мороженое сливочное, кг",2024,февраль,1080.01,2024-02-01
2009,"Мороженое сливочное, кг",2024,март,1082.23,2024-03-01
2010,"Мороженое сливочное, кг",2024,апрель,1085.07,2024-04-01
2011,"Мороженое сливочное, кг",2024,май,1102.2,2024-05-01
2012,"Мороженое сливочное, кг",2024,июнь,1102.2,2024-06-01
2013,"Мороженое сливочное, кг",2024,июль,1105.14,2024-07-01
2014,"Мороженое сливочное, кг",2024,август,1107.18,2024-08-01
2015,"Мороженое сливочное, кг",2024,сентябрь,1114.31,2024-09-01
2016,"Мороженое сливочное, кг",2024,октябрь,1147.53,2024-10-01
2017,"Мороженое сливочное, кг",2024,ноябрь,1119.65,2024-11-01
2018,"Мороженое сливочное, кг",2024,декабрь,1119.97,2024-12-01
2019,"Мороженое сливочное, кг",2025,январь,1134.94,2025-01-01
2020,"Мороженое сливочное, кг",2025,февраль,1141.73,2025-02-01
2021,"Мороженое сливочное, кг",2025,март,1277.05,2025-03-01
2022,"Мороженое сливочное, кг",2025,апрель,1276.28,2025-04-01
2023,"Мороженое сливочное, кг",2025,май,1278.01,2025-05-01
2024,"Мороженое сливочное, кг",2025,июнь,1283.04,2025-06-01
2025,"Мороженое сливочное, кг",2025,июль,1334.2,2025-07-01
2026,"Мороженое сливочное, кг",2025,август,1316.2,2025-08-01
2027,"Мороженое сливочное, кг",2025,сентябрь,1321.8,2025-09-01
2028,"Бензин автомобильный марки АИ-92, л",2024,январь,65.43,2024-01-01
2029,"Бензин автомобильный марки АИ-92, л",2024,февраль,65.54,2024-02-01
2030,"Бензин автомобильный марки АИ-92, л",2024,март,64.93,2024-03-01
2031,"Бензин автомобильный марки АИ-92, л",2024,апрель,64.38,2024-04-01
2032,"Бензин автомобильный марки АИ-92, л",2024,май,64.09,2024-05-01
2033,"Бензин автомобильный марки АИ-92, л",2024,июнь,64.04,2024-06-01
2034,"Бензин автомобильный марки АИ-92, л",2024,июль,64.55,2024-07-01
2035,"Бензин автомобильный марки АИ-92, л",2024,август,65.15,2024-08-01
2036,"Бензин автомобильный марки АИ-92, л",2024,сентябрь,66.07,2024-09-01
2037,"Бензин автомобильный марки АИ-92, л",2024,октябрь,66.55,2024-10-01
2038,"Бензин автомобильный марки АИ-92, л",2024,ноябрь,68.91,2024-11-01
2039,"Бензин автомобильный марки АИ-92, л",2024,декабрь,70.06,2024-12-01
2040,"Бензин автомобильный марки АИ-92, л",2025,январь,68.06,2025-01-01
2041,"Бензин автомобильный марки АИ-92, л",2025,февраль,68.49,2025-02-01
2042,"Бензин автомобильный марки АИ-92, л",2025,март,68.61,2025-03-01
2043,"Бензин автомобильный марки АИ-92, л",2025,апрель,68.76,2025-04-01
2044,"Бензин автомобильный марки АИ-92, л",2025,май,68.37,2025-05-01
2045,"Бензин автомобильный марки АИ-92, л",2025,июнь,68.37,2025-06-01
2046,"Бензин автомобильный марки АИ-92, л",2025,июль,68.83,2025-07-01
2047,"Бензин автомобильный марки АИ-92, л",2025,август,70.77,2025-08-01
2048,"Бензин автомобильный марки АИ-92, л",2025,сентябрь,74.04,2025-09-01
2049,"Бензин автомобильный марки АИ-95, л",2024,январь,69.91,2024-01-01
2050,"Бензин автомобильный марки АИ-95, л",2024,февраль,69.91,2024-02-01
2051,"Бензин автомобильный марки АИ-95, л",2024,март,69.27,2024-03-01
2052,"Бензин автомобильный марки АИ-95, л",2024,апрель,67.89,2024-04-01
2053,"Бензин автомобильный марки АИ-95, л",2024,май,67.7,2024-05-01
2054,"Бензин автомобильный марки АИ-95, л",2024,июнь,67.85,2024-06-01
2055,"Бензин автомобильный марки АИ-95, л",2024,июль,68.45,2024-07-01
2056,"Бензин автомобильный марки АИ-95, л",2024,август,69.56,2024-08-01
2057,"Бензин автомобильный марки АИ-95, л",2024,сентябрь,71.05,2024-09-01
2058,"Бензин автомобильный марки АИ-95, л",2024,октябрь,72.09,2024-10-01
2059,"Бензин автомобильный марки АИ-95, л",2024,ноябрь,74.34,2024-11-01
2060,"Бензин автомобильный марки АИ-95, л",2024,декабрь,75.43,2024-12-01
2061,"Бензин автомобильный марки АИ-95, л",2025,январь,72.67,2025-01-01
2062,"Бензин автомобильный марки АИ-95, л",2025,февраль,73.03,2025-02-01
2063,"Бензин автомобильный марки АИ-95, л",2025,март,73.08,2025-03-01
2064,"Бензин автомобильный марки АИ-95, л",2025,апрель,73.17,2025-04-01
2065,"Бензин автомобильный марки АИ-95, л",2025,май,72.66,2025-05-01
2066,"Бензин автомобильный марки АИ-95, л",2025,июнь,72.55,2025-06-01
2067,"Бензин автомобильный марки АИ-95, л",2025,июль,73.19,2025-07-01
2068,"Бензин автомобильный марки АИ-95, л",2025,август,75.38,2025-08-01
2069,"Бензин автомобильный марки АИ-95, л",2025,сентябрь,77.07,2025-09-01
2070,"Дизельное топливо, л",2024,январь,84.8,2024-01-01
2071,"Дизельное топливо, л",2024,февраль,87.33,2024-02-01
2072,"Дизельное топливо, л",2024,март,87.11,2024-03-01
2073,"Дизельное топливо, л",2024,апрель,86.27,2024-04-01
2074,"Дизельное топливо, л",2024,май,86.29,2024-05-01
2075,"Дизельное топливо, л",2024,июнь,86.22,2024-06-01
2076,"Дизельное топливо, л",2024,июль,86.49,2024-07-01
2077,"Дизельное топливо, л",2024,август,86.71,2024-08-01
2078,"Дизельное топливо, л",2024,сентябрь,87.13,2024-09-01
2079,"Дизельное топливо, л",2024,октябрь,87.47,2024-10-01
2080,"Дизельное топливо, л",2024,ноябрь,90.48,2024-11-01
2081,"Дизельное топливо, л",2024,декабрь,92.89,2024-12-01
2082,"Дизельное топливо, л",2025,январь,90.69,2025-01-01
2083,"Дизельное топливо, л",2025,февраль,91.15,2025-02-01
2084,"Дизельное топливо, л",2025,март,91.31,2025-03-01
2085,"Дизельное топливо, л",2025,апрель,90.99,2025-04-01
2086,"Дизельное топливо, л",2025,май,90.59,2025-05-01
2087,"Дизельное топливо, л",2025,июнь,90.54,2025-06-01
2088,"Дизельное топливо, л",2025,июль,90.66,2025-07-01
2089,"Дизельное топливо, л",2025,август,90.08,2025-08-01
2090,"Дизельное топливо, л",2025,сентябрь,90.52,2025-09-01
2091,"Верошпирон, 10 капсул (таблеток)",2025,январь,65.97,2025-01-01
2092,"Верошпирон, 10 капсул (таблеток)",2025,февраль,67.26,2025-02-01
2093,"Верошпирон, 10 капсул (таблеток)",2025,март,65.25,2025-03-01
2094,"Верошпирон, 10 капсул (таблеток)",2025,апрель,67.18,2025-04-01
2095,"Верошпирон, 10 капсул (таблеток)",2025,май,66.91,2025-05-01
2096,"Верошпирон, 10 капсул (таблеток)",2025,июнь,64.77,2025-06-01
2097,"Верошпирон, 10 капсул (таблеток)",2025,июль,68.66,2025-07-01
2098,"Верошпирон, 10 капсул (таблеток)",2025,август,67.79,2025-08-01
2099,"Верошпирон, 10 капсул (таблеток)",2025,сентябрь,68.01,2025-09-01
2100,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2024,январь,59.91,2024-01-01
2101,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2024,февраль,59.91,2024-02-01
2102,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2024,март,64.92,2024-03-01
2103,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2024,апрель,73.26,2024-04-01
2104,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2024,май,69.79,2024-05-01
2105,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2024,июнь,68.82,2024-06-01
2106,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2024,июль,67.55,2024-07-01
2107,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2024,август,67.45,2024-08-01
2108,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2024,сентябрь,70.04,2024-09-01
2109,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2024,октябрь,69.66,2024-10-01
2110,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2024,ноябрь,70.28,2024-11-01
2111,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2024,декабрь,71.36,2024-12-01
2112,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2025,январь,67.43,2025-01-01
2113,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2025,февраль,64.71,2025-02-01
2114,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2025,март,64.62,2025-03-01
2115,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2025,апрель,67.51,2025-04-01
2116,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2025,май,67.67,2025-05-01
2117,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2025,июнь,67.9,2025-06-01
2118,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2025,июль,68.8,2025-07-01
2119,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2025,август,68.32,2025-08-01
2120,"Ксилометазолин (Галазолин) 0,1%, 10 мл",2025,сентябрь,68.38,2025-09-01
2121,"Йод, 10 мл",2024,январь,95.33,2024-01-01
2122,"Йод, 10 мл",2024,февраль,97.06,2024-02-01
2123,"Йод, 10 мл",2024,март,97.1,2024-03-01
2124,"Йод, 10 мл",2024,апрель,97.6,2024-04-01
2125,"Йод, 10 мл",2024,май,95.67,2024-05-01
2126,"Йод, 10 мл",2024,июнь,95.54,2024-06-01
2127,"Йод, 10 мл",2024,июль,95.35,2024-07-01
2128,"Йод, 10 мл",2024,август,95.84,2024-08-01
2129,"Йод, 10 мл",2024,сентябрь,94.43,2024-09-01
2130,"Йод, 10 мл",2024,октябрь,94.67,2024-10-01
2131,"Йод, 10 мл",2024,ноябрь,95.79,2024-11-01
2132,"Йод, 10 мл",2024,декабрь,99.62,2024-12-01
2133,"Йод, 10 мл",2025,январь,93.4,2025-01-01
2134,"Йод, 10 мл",2025,февраль,94.98,2025-02-01
2135,"Йод, 10 мл",2025,март,97.5,2025-03-01
2136,"Йод, 10 мл",2025,апрель,101.29,2025-04-01
2137,"Йод, 10 мл",2025,май,101.87,2025-05-01
2138,"Йод, 10 мл",2025,июнь,101.85,2025-06-01
2139,"Йод, 10 мл",2025,июль,104.36,2025-07-01
2140,"Йод, 10 мл",2025,август,105.21,2025-08-01
2141,"Йод, 10 мл",2025,сентябрь,111.56,2025-09-01
2142,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2024,январь,16.45,2024-01-01
2143,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2024,февраль,16.59,2024-02-01
2144,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2024,март,16.79,2024-03-01
2145,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2024,апрель,17.23,2024-04-01
2146,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2024,май,17.27,2024-05-01
2147,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2024,июнь,16.81,2024-06-01
2148,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2024,июль,18.59,2024-07-01
2149,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2024,август,18.81,2024-08-01
2150,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2024,сентябрь,21.95,2024-09-01
2151,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2024,октябрь,21.9,2024-10-01
2152,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2024,ноябрь,25.81,2024-11-01
2153,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2024,декабрь,26.59,2024-12-01
2154,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2025,январь,23.38,2025-01-01
2155,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2025,февраль,23.42,2025-02-01
2156,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2025,март,24.0,2025-03-01
2157,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2025,апрель,24.17,2025-04-01
2158,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2025,май,24.32,2025-05-01
2159,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2025,июнь,24.16,2025-06-01
2160,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2025,июль,24.82,2025-07-01
2161,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2025,август,24.7,2025-08-01
2162,"Ацетилсалициловая кислота (Аспирин отечественный), 10 таблеток",2025,сентябрь,25.55,2025-09-01
2163,"Дротаверин (Но-шпа), 100 таблеток",2024,январь,312.39,2024-01-01
2164,"Дротаверин (Но-шпа), 100 таблеток",2024,февраль,313.12,2024-02-01
2165,"Дротаверин (Но-шпа), 100 таблеток",2024,март,326.04,2024-03-01
2166,"Дротаверин (Но-шпа), 100 таблеток",2024,апрель,326.0,2024-04-01
2167,"Дротаверин (Но-шпа), 100 таблеток",2024,май,326.32,2024-05-01
2168,"Дротаверин (Но-шпа), 100 таблеток",2024,июнь,324.69,2024-06-01
2169,"Дротаверин (Но-шпа), 100 таблеток",2024,июль,349.93,2024-07-01
2170,"Дротаверин (Но-шпа), 100 таблеток",2024,август,353.36,2024-08-01
2171,"Дротаверин (Но-шпа), 100 таблеток",2024,сентябрь,392.23,2024-09-01
2172,"Дротаверин (Но-шпа), 100 таблеток",2024,октябрь,408.45,2024-10-01
2173,"Дротаверин (Но-шпа), 100 таблеток",2024,ноябрь,412.7,2024-11-01
2174,"Дротаверин (Но-шпа), 100 таблеток",2024,декабрь,412.06,2024-12-01
2175,"Дротаверин (Но-шпа), 100 таблеток",2025,январь,448.98,2025-01-01
2176,"Дротаверин (Но-шпа), 100 таблеток",2025,февраль,449.49,2025-02-01
2177,"Дротаверин (Но-шпа), 100 таблеток",2025,март,445.48,2025-03-01
2178,"Дротаверин (Но-шпа), 100 таблеток",2025,апрель,458.11,2025-04-01
2179,"Дротаверин (Но-шпа), 100 таблеток",2025,май,459.82,2025-05-01
2180,"Дротаверин (Но-шпа), 100 таблеток",2025,июнь,466.94,2025-06-01
2181,"Дротаверин (Но-шпа), 100 таблеток",2025,июль,469.81,2025-07-01
2182,"Дротаверин (Но-шпа), 100 таблеток",2025,август,471.77,2025-08-01
2183,"Дротаверин (Но-шпа), 100 таблеток",2025,сентябрь,470.88,2025-09-01
2184,"Корвалол, 25 мл",2024,январь,51.15,2024-01-01
2185,"Корвалол, 25 мл",2024,февраль,54.78,2024-02-01
2186,"Корвалол, 25 мл",2024,март,56.04,2024-03-01
2187,"Корвалол, 25 мл",2024,апрель,59.78,2024-04-01
2188,"Корвалол, 25 мл",2024,май,60.42,2024-05-01
2189,"Корвалол, 25 мл",2024,июнь,62.84,2024-06-01
2190,"Корвалол, 25 мл",2024,июль,68.09,2024-07-01
2191,"Корвалол, 25 мл",2024,август,67.76,2024-08-01
2192,"Корвалол, 25 мл",2024,сентябрь,70.11,2024-09-01
2193,"Корвалол, 25 мл",2024,октябрь,73.08,2024-10-01
2194,"Корвалол, 25 мл",2024,ноябрь,73.18,2024-11-01
2195,"Корвалол, 25 мл",2024,декабрь,70.14,2024-12-01
2196,"Корвалол, 25 мл",2025,январь,69.45,2025-01-01
2197,"Корвалол, 25 мл",2025,февраль,72.8,2025-02-01
2198,"Корвалол, 25 мл",2025,март,72.44,2025-03-01
2199,"Корвалол, 25 мл",2025,апрель,74.64,2025-04-01
2200,"Корвалол, 25 мл",2025,май,76.3,2025-05-01
2201,"Корвалол, 25 мл",2025,июнь,78.78,2025-06-01
2202,"Корвалол, 25 мл",2025,июль,76.04,2025-07-01
2203,"Корвалол, 25 мл",2025,август,79.01,2025-08-01
2204,"Корвалол, 25 мл",2025,сентябрь,79.85,2025-09-01
2205,"Валидол, 10 таблеток",2024,январь,52.27,2024-01-01
2206,"Валидол, 10 таблеток",2024,февраль,52.59,2024-02-01
2207,"Валидол, 10 таблеток",2024,март,52.2,2024-03-01
2208,"Валидол, 10 таблеток",2024,апрель,54.17,2024-04-01
2209,"Валидол, 10 таблеток",2024,май,48.26,2024-05-01
2210,"Валидол, 10 таблеток",2024,июнь,47.13,2024-06-01
2211,"Валидол, 10 таблеток",2024,июль,43.06,2024-07-01
2212,"Валидол, 10 таблеток",2024,август,44.73,2024-08-01
2213,"Валидол, 10 таблеток",2024,сентябрь,44.66,2024-09-01
2214,"Валидол, 10 таблеток",2024,октябрь,44.6,2024-10-01
2215,"Валидол, 10 таблеток",2024,ноябрь,45.53,2024-11-01
2216,"Валидол, 10 таблеток",2024,декабрь,43.76,2024-12-01
2217,"Валидол, 10 таблеток",2025,январь,48.34,2025-01-01
2218,"Валидол, 10 таблеток",2025,февраль,49.22,2025-02-01
