date,territory_id,category,value,salary,consumption_percent
2024-07-01,1968,Здоровье,1416,147821.8,0.96
2024-07-01,1968,Маркетплейсы,4123,147821.8,2.79
2024-07-01,1968,Общественное питание,1472,147821.8,1.0
2024-07-01,1968,Транспорт,2060,147821.8,1.39
2024-07-01,1968,Все категории,43728,147821.8,29.58
2024-07-01,1969,Продовольствие,16581,108750.4,15.25
2024-07-01,1969,Здоровье,1162,108750.4,1.07
2024-07-01,1969,Маркетплейсы,2972,108750.4,2.73
2024-07-01,1969,Общественное питание,1247,108750.4,1.15
2024-07-01,1969,Транспорт,1800,108750.4,1.66
2024-07-01,1969,Все категории,35292,108750.4,32.45
2024-08-01,1954,Продовольствие,19538,96625.0,20.22
2024-08-01,1954,Здоровье,1273,96625.0,1.32
2024-08-01,1954,Маркетплейсы,3641,96625.0,3.77
2024-08-01,1954,Общественное питание,546,96625.0,0.57
2024-08-01,1954,Транспорт,1800,96625.0,1.86
2024-08-01,1954,Все категории,37880,96625.0,39.2
2024-08-01,1955,Продовольствие,16881,108286.4,15.59
2024-08-01,1955,Здоровье,1212,108286.4,1.12
2024-08-01,1955,Маркетплейсы,3561,108286.4,3.29
2024-08-01,1955,Общественное питание,1976,108286.4,1.82
2024-08-01,1955,Транспорт,2527,108286.4,2.33
2024-08-01,1955,Все категории,39964,108286.4,36.91
2024-08-01,1956,Продовольствие,14931,106257.6,14.05
2024-08-01,1956,Здоровье,999,106257.6,0.94
2024-08-01,1956,Маркетплейсы,3424,106257.6,3.22
2024-08-01,1956,Общественное питание,1180,106257.6,1.11
2024-08-01,1956,Транспорт,1466,106257.6,1.38
2024-08-01,1956,Все категории,32917,106257.6,30.98
2024-08-01,1957,Продовольствие,18153,128090.6,14.17
2024-08-01,1957,Здоровье,1374,128090.6,1.07
2024-08-01,1957,Маркетплейсы,3724,128090.6,2.91
2024-08-01,1957,Общественное питание,2416,128090.6,1.89
2024-08-01,1957,Транспорт,2484,128090.6,1.94
2024-08-01,1957,Все категории,43986,128090.6,34.34
2024-08-01,1959,Продовольствие,14327,95628.8,14.98
2024-08-01,1959,Здоровье,1192,95628.8,1.25
2024-08-01,1959,Маркетплейсы,2423,95628.8,2.53
2024-08-01,1959,Общественное питание,627,95628.8,0.66
2024-08-01,1959,Транспорт,1560,95628.8,1.63
2024-08-01,1959,Все категории,29836,95628.8,31.2
2024-08-01,1960,Продовольствие,17609,108694.7,16.2
2024-08-01,1960,Здоровье,1106,108694.7,1.02
2024-08-01,1960,Маркетплейсы,3532,108694.7,3.25
2024-08-01,1960,Общественное питание,762,108694.7,0.7
2024-08-01,1960,Транспорт,1796,108694.7,1.65
2024-08-01,1960,Все категории,35548,108694.7,32.7
2024-08-01,1961,Продовольствие,22268,192734.4,11.55
2024-08-01,1961,Здоровье,1916,192734.4,0.99
2024-08-01,1961,Маркетплейсы,5505,192734.4,2.86
2024-08-01,1961,Общественное питание,2818,192734.4,1.46
2024-08-01,1961,Транспорт,2909,192734.4,1.51
2024-08-01,1961,Все категории,52765,192734.4,27.38
2024-08-01,1962,Продовольствие,21772,126841.9,17.16
2024-08-01,1962,Здоровье,1815,126841.9,1.43
2024-08-01,1962,Маркетплейсы,4522,126841.9,3.57
2024-08-01,1962,Общественное питание,2004,126841.9,1.58
2024-08-01,1962,Транспорт,2507,126841.9,1.98
2024-08-01,1962,Все категории,49348,126841.9,38.91
2024-08-01,1963,Продовольствие,17864,93411.3,19.12
2024-08-01,1963,Здоровье,1161,93411.3,1.24
2024-08-01,1963,Маркетплейсы,3800,93411.3,4.07
2024-08-01,1963,Общественное питание,1537,93411.3,1.65
2024-08-01,1963,Транспорт,1953,93411.3,2.09
2024-08-01,1963,Все категории,38465,93411.3,41.18
2024-08-01,1965,Продовольствие,17233,94562.8,18.22
2024-08-01,1965,Здоровье,1103,94562.8,1.17
2024-08-01,1965,Маркетплейсы,2964,94562.8,3.13
2024-08-01,1965,Общественное питание,875,94562.8,0.93
2024-08-01,1965,Транспорт,1492,94562.8,1.58
2024-08-01,1965,Все категории,34362,94562.8,36.34
2024-08-01,1966,Продовольствие,17071,102967.7,16.58
2024-08-01,1966,Здоровье,918,102967.7,0.89
2024-08-01,1966,Маркетплейсы,2294,102967.7,2.23
2024-08-01,1966,Общественное питание,1022,102967.7,0.99
2024-08-01,1966,Транспорт,1928,102967.7,1.87
2024-08-01,1966,Все категории,33700,102967.7,32.73
2024-08-01,1967,Продовольствие,18637,101926.2,18.28
2024-08-01,1967,Здоровье,1141,101926.2,1.12
2024-08-01,1967,Маркетплейсы,3430,101926.2,3.37
2024-08-01,1967,Общественное питание,838,101926.2,0.82
2024-08-01,1967,Транспорт,2521,101926.2,2.47
2024-08-01,1967,Все категории,39415,101926.2,38.67
2024-08-01,1968,Продовольствие,21966,147821.8,14.86
2024-08-01,1968,Здоровье,1554,147821.8,1.05
2024-08-01,1968,Маркетплейсы,4037,147821.8,2.73
2024-08-01,1968,Общественное питание,1647,147821.8,1.11
2024-08-01,1968,Транспорт,2113,147821.8,1.43
2024-08-01,1968,Все категории,44332,147821.8,29.99
2024-08-01,1969,Продовольствие,15866,108750.4,14.59
2024-08-01,1969,Здоровье,1113,108750.4,1.02
2024-08-01,1969,Маркетплейсы,2880,108750.4,2.65
2024-08-01,1969,Общественное питание,1321,108750.4,1.21
2024-08-01,1969,Транспорт,1753,108750.4,1.61
2024-08-01,1969,Все категории,34345,108750.4,31.58
2024-09-01,1954,Продовольствие,17142,96625.0,17.74
2024-09-01,1954,Здоровье,1299,96625.0,1.34
2024-09-01,1954,Маркетплейсы,2979,96625.0,3.08
2024-09-01,1954,Общественное питание,377,96625.0,0.39
2024-09-01,1954,Транспорт,1619,96625.0,1.68
2024-09-01,1954,Все категории,33472,96625.0,34.64
2024-09-01,1955,Продовольствие,16067,108286.4,14.84
2024-09-01,1955,Здоровье,1169,108286.4,1.08
2024-09-01,1955,Маркетплейсы,3092,108286.4,2.86
2024-09-01,1955,Общественное питание,1599,108286.4,1.48
2024-09-01,1955,Транспорт,2623,108286.4,2.42
2024-09-01,1955,Все категории,35848,108286.4,33.1
2024-09-01,1956,Продовольствие,13391,106257.6,12.6
2024-09-01,1956,Здоровье,1108,106257.6,1.04
2024-09-01,1956,Маркетплейсы,3589,106257.6,3.38
2024-09-01,1956,Общественное питание,1036,106257.6,0.97
2024-09-01,1956,Транспорт,1382,106257.6,1.3
2024-09-01,1956,Все категории,30115,106257.6,28.34
2024-09-01,1957,Продовольствие,17191,128090.6,13.42
2024-09-01,1957,Здоровье,1575,128090.6,1.23
2024-09-01,1957,Маркетплейсы,3331,128090.6,2.6
2024-09-01,1957,Общественное питание,2224,128090.6,1.74
2024-09-01,1957,Транспорт,2497,128090.6,1.95
2024-09-01,1957,Все категории,41902,128090.6,32.71
2024-09-01,1959,Продовольствие,13840,95628.8,14.47
2024-09-01,1959,Здоровье,866,95628.8,0.91
2024-09-01,1959,Маркетплейсы,2815,95628.8,2.94
2024-09-01,1959,Общественное питание,650,95628.8,0.68
2024-09-01,1959,Транспорт,1448,95628.8,1.51
2024-09-01,1959,Все категории,27846,95628.8,29.12
2024-09-01,1960,Продовольствие,16438,108694.7,15.12
2024-09-01,1960,Здоровье,1141,108694.7,1.05
2024-09-01,1960,Маркетплейсы,3315,108694.7,3.05
2024-09-01,1960,Общественное питание,613,108694.7,0.56
2024-09-01,1960,Транспорт,1692,108694.7,1.56
2024-09-01,1960,Все категории,33781,108694.7,31.08
2024-09-01,1961,Продовольствие,19855,192734.4,10.3
2024-09-01,1961,Здоровье,1902,192734.4,0.99
2024-09-01,1961,Маркетплейсы,4944,192734.4,2.57
2024-09-01,1961,Общественное питание,2223,192734.4,1.15
2024-09-01,1961,Транспорт,2555,192734.4,1.33
2024-09-01,1961,Все категории,47175,192734.4,24.48
2024-09-01,1962,Продовольствие,20136,126841.9,15.87
2024-09-01,1962,Здоровье,1741,126841.9,1.37
2024-09-01,1962,Маркетплейсы,4425,126841.9,3.49
2024-09-01,1962,Общественное питание,1348,126841.9,1.06
2024-09-01,1962,Транспорт,2100,126841.9,1.66
2024-09-01,1962,Все категории,43860,126841.9,34.58
2024-09-01,1963,Продовольствие,16093,93411.3,17.23
2024-09-01,1963,Здоровье,1199,93411.3,1.28
2024-09-01,1963,Маркетплейсы,3665,93411.3,3.92
2024-09-01,1963,Общественное питание,1153,93411.3,1.23
2024-09-01,1963,Транспорт,1881,93411.3,2.01
2024-09-01,1963,Все категории,35160,93411.3,37.64
2024-09-01,1965,Продовольствие,15176,94562.8,16.05
2024-09-01,1965,Здоровье,912,94562.8,0.96
2024-09-01,1965,Маркетплейсы,2815,94562.8,2.98
2024-09-01,1965,Общественное питание,552,94562.8,0.58
2024-09-01,1965,Транспорт,1265,94562.8,1.34
2024-09-01,1965,Все категории,28330,94562.8,29.96
2024-09-01,1966,Продовольствие,16386,102967.7,15.91
2024-09-01,1966,Здоровье,1226,102967.7,1.19
2024-09-01,1966,Маркетплейсы,2460,102967.7,2.39
2024-09-01,1966,Общественное питание,1043,102967.7,1.01
2024-09-01,1966,Транспорт,2048,102967.7,1.99
2024-09-01,1966,Все категории,31159,102967.7,30.26
2024-09-01,1967,Продовольствие,16772,101926.2,16.46
2024-09-01,1967,Здоровье,1223,101926.2,1.2
2024-09-01,1967,Маркетплейсы,3219,101926.2,3.16
2024-09-01,1967,Общественное питание,662,101926.2,0.65
2024-09-01,1967,Транспорт,2259,101926.2,2.22
2024-09-01,1967,Все категории,35626,101926.2,34.95
2024-09-01,1968,Продовольствие,19780,147821.8,13.38
2024-09-01,1968,Здоровье,1470,147821.8,0.99
2024-09-01,1968,Маркетплейсы,4136,147821.8,2.8
2024-09-01,1968,Общественное питание,1429,147821.8,0.97
2024-09-01,1968,Транспорт,1978,147821.8,1.34
2024-09-01,1968,Все категории,40402,147821.8,27.33
2024-09-01,1969,Продовольствие,14810,108750.4,13.62
2024-09-01,1969,Здоровье,1214,108750.4,1.12
2024-09-01,1969,Маркетплейсы,2747,108750.4,2.53
2024-09-01,1969,Общественное питание,1027,108750.4,0.94
2024-09-01,1969,Транспорт,1676,108750.4,1.54
2024-09-01,1969,Все категории,31766,108750.4,29.21
2024-10-01,1954,Продовольствие,17813,96625.0,18.44
2024-10-01,1954,Здоровье,1445,96625.0,1.5
2024-10-01,1954,Маркетплейсы,3492,96625.0,3.61
2024-10-01,1954,Общественное питание,320,96625.0,0.33
2024-10-01,1954,Транспорт,1607,96625.0,1.66
2024-10-01,1954,Все категории,33865,96625.0,35.05
2024-10-01,1955,Продовольствие,16510,108286.4,15.25
2024-10-01,1955,Здоровье,1346,108286.4,1.24
2024-10-01,1955,Маркетплейсы,3999,108286.4,3.69
2024-10-01,1955,Общественное питание,1794,108286.4,1.66
2024-10-01,1955,Транспорт,2772,108286.4,2.56
2024-10-01,1955,Все категории,39850,108286.4,36.8
2024-10-01,1956,Продовольствие,14385,106257.6,13.54
2024-10-01,1956,Здоровье,1098,106257.6,1.03
2024-10-01,1956,Маркетплейсы,3904,106257.6,3.67
2024-10-01,1956,Общественное питание,978,106257.6,0.92
2024-10-01,1956,Транспорт,1311,106257.6,1.23
2024-10-01,1956,Все категории,31586,106257.6,29.73
2024-10-01,1957,Продовольствие,17759,128090.6,13.86
2024-10-01,1957,Здоровье,1683,128090.6,1.31
2024-10-01,1957,Маркетплейсы,4023,128090.6,3.14
2024-10-01,1957,Общественное питание,2193,128090.6,1.71
2024-10-01,1957,Транспорт,2643,128090.6,2.06
2024-10-01,1957,Все категории,43217,128090.6,33.74
2024-10-01,1959,Продовольствие,15303,95628.8,16.0
2024-10-01,1959,Здоровье,1031,95628.8,1.08
2024-10-01,1959,Маркетплейсы,3566,95628.8,3.73
2024-10-01,1959,Общественное питание,746,95628.8,0.78
2024-10-01,1959,Транспорт,1495,95628.8,1.56
2024-10-01,1959,Все категории,32733,95628.8,34.23
2024-10-01,1960,Продовольствие,16865,108694.7,15.52
2024-10-01,1960,Здоровье,1317,108694.7,1.21
2024-10-01,1960,Маркетплейсы,4057,108694.7,3.73
2024-10-01,1960,Общественное питание,527,108694.7,0.48
2024-10-01,1960,Транспорт,1872,108694.7,1.72
2024-10-01,1960,Все категории,35636,108694.7,32.79
2024-10-01,1961,Продовольствие,20228,192734.4,10.5
2024-10-01,1961,Здоровье,2167,192734.4,1.12
2024-10-01,1961,Маркетплейсы,5630,192734.4,2.92
2024-10-01,1961,Общественное питание,2102,192734.4,1.09
2024-10-01,1961,Транспорт,2639,192734.4,1.37
2024-10-01,1961,Все категории,48148,192734.4,24.98
2024-10-01,1962,Продовольствие,21156,126841.9,16.68
2024-10-01,1962,Здоровье,1791,126841.9,1.41
2024-10-01,1962,Маркетплейсы,5017,126841.9,3.96
2024-10-01,1962,Общественное питание,1396,126841.9,1.1
2024-10-01,1962,Транспорт,2247,126841.9,1.77
2024-10-01,1962,Все категории,45544,126841.9,35.91
2024-10-01,1963,Продовольствие,16677,93411.3,17.85
2024-10-01,1963,Здоровье,1226,93411.3,1.31
2024-10-01,1963,Маркетплейсы,3945,93411.3,4.22
2024-10-01,1963,Общественное питание,1193,93411.3,1.28
2024-10-01,1963,Транспорт,1837,93411.3,1.97
2024-10-01,1963,Все категории,36281,93411.3,38.84
2024-10-01,1965,Продовольствие,15889,94562.8,16.8
2024-10-01,1965,Здоровье,900,94562.8,0.95
2024-10-01,1965,Маркетплейсы,2856,94562.8,3.02
2024-10-01,1965,Общественное питание,565,94562.8,0.6
2024-10-01,1965,Транспорт,1540,94562.8,1.63
2024-10-01,1965,Все категории,29812,94562.8,31.53
2024-10-01,1966,Продовольствие,16573,102967.7,16.1
2024-10-01,1966,Здоровье,1277,102967.7,1.24
2024-10-01,1966,Маркетплейсы,2993,102967.7,2.91
2024-10-01,1966,Общественное питание,811,102967.7,0.79
2024-10-01,1966,Транспорт,1893,102967.7,1.84
2024-10-01,1966,Все категории,31447,102967.7,30.54
2024-10-01,1967,Продовольствие,17636,101926.2,17.3
2024-10-01,1967,Здоровье,1375,101926.2,1.35
2024-10-01,1967,Маркетплейсы,3514,101926.2,3.45
2024-10-01,1967,Общественное питание,601,101926.2,0.59
2024-10-01,1967,Транспорт,2390,101926.2,2.34
2024-10-01,1967,Все категории,36512,101926.2,35.82
2024-10-01,1968,Продовольствие,20469,147821.8,13.85
2024-10-01,1968,Здоровье,1579,147821.8,1.07
2024-10-01,1968,Маркетплейсы,4690,147821.8,3.17
2024-10-01,1968,Общественное питание,1356,147821.8,0.92
2024-10-01,1968,Транспорт,1980,147821.8,1.34
2024-10-01,1968,Все категории,41171,147821.8,27.85
2024-10-01,1969,Продовольствие,14581,108750.4,13.41
2024-10-01,1969,Здоровье,1285,108750.4,1.18
2024-10-01,1969,Маркетплейсы,3078,108750.4,2.83
2024-10-01,1969,Общественное питание,1037,108750.4,0.95
2024-10-01,1969,Транспорт,1593,108750.4,1.46
2024-10-01,1969,Все категории,32188,108750.4,29.6
2024-11-01,1954,Продовольствие,17242,96625.0,17.84
2024-11-01,1954,Здоровье,1205,96625.0,1.25
2024-11-01,1954,Маркетплейсы,4416,96625.0,4.57
2024-11-01,1954,Общественное питание,295,96625.0,0.31
2024-11-01,1954,Транспорт,1546,96625.0,1.6
2024-11-01,1954,Все категории,34341,96625.0,35.54
2024-11-01,1955,Продовольствие,17736,108286.4,16.38
2024-11-01,1955,Здоровье,1347,108286.4,1.24
2024-11-01,1955,Маркетплейсы,4440,108286.4,4.1
2024-11-01,1955,Общественное питание,2047,108286.4,1.89
2024-11-01,1955,Транспорт,3051,108286.4,2.82
2024-11-01,1955,Все категории,42288,108286.4,39.05
2024-11-01,1956,Продовольствие,14094,106257.6,13.26
2024-11-01,1956,Здоровье,1117,106257.6,1.05
2024-11-01,1956,Маркетплейсы,4428,106257.6,4.17
2024-11-01,1956,Общественное питание,969,106257.6,0.91
2024-11-01,1956,Транспорт,1495,106257.6,1.41
2024-11-01,1956,Все категории,31964,106257.6,30.08
2024-11-01,1957,Продовольствие,17186,128090.6,13.42
2024-11-01,1957,Здоровье,1542,128090.6,1.2
2024-11-01,1957,Маркетплейсы,4730,128090.6,3.69
2024-11-01,1957,Общественное питание,1944,128090.6,1.52
2024-11-01,1957,Транспорт,2541,128090.6,1.98
2024-11-01,1957,Все категории,41970,128090.6,32.77
2024-11-01,1959,Продовольствие,14469,95628.8,15.13
2024-11-01,1959,Здоровье,1178,95628.8,1.23
2024-11-01,1959,Маркетплейсы,4229,95628.8,4.42
2024-11-01,1959,Общественное питание,671,95628.8,0.7
2024-11-01,1959,Транспорт,1512,95628.8,1.58
2024-11-01,1959,Все категории,31524,95628.8,32.96
2024-11-01,1960,Продовольствие,16318,108694.7,15.01
2024-11-01,1960,Здоровье,1319,108694.7,1.21
2024-11-01,1960,Маркетплейсы,4400,108694.7,4.05
2024-11-01,1960,Общественное питание,431,108694.7,0.4
2024-11-01,1960,Транспорт,1693,108694.7,1.56
2024-11-01,1960,Все категории,33247,108694.7,30.59
2024-11-01,1961,Продовольствие,19488,192734.4,10.11
2024-11-01,1961,Здоровье,2016,192734.4,1.05
2024-11-01,1961,Маркетплейсы,6257,192734.4,3.25
2024-11-01,1961,Общественное питание,1814,192734.4,0.94
2024-11-01,1961,Транспорт,2465,192734.4,1.28
2024-11-01,1961,Все категории,48104,192734.4,24.96
2024-11-01,1962,Продовольствие,20897,126841.9,16.47
2024-11-01,1962,Здоровье,1663,126841.9,1.31
2024-11-01,1962,Маркетплейсы,6122,126841.9,4.83
2024-11-01,1962,Общественное питание,1258,126841.9,0.99
2024-11-01,1962,Транспорт,1958,126841.9,1.54
2024-11-01,1962,Все категории,45350,126841.9,35.75
2024-11-01,1963,Продовольствие,16891,93411.3,18.08
2024-11-01,1963,Здоровье,1156,93411.3,1.24
2024-11-01,1963,Маркетплейсы,4608,93411.3,4.93
2024-11-01,1963,Общественное питание,952,93411.3,1.02
2024-11-01,1963,Транспорт,1783,93411.3,1.91
2024-11-01,1963,Все категории,36369,93411.3,38.93
2024-11-01,1965,Продовольствие,15941,94562.8,16.86
2024-11-01,1965,Здоровье,1115,94562.8,1.18
2024-11-01,1965,Маркетплейсы,3904,94562.8,4.13
2024-11-01,1965,Общественное питание,654,94562.8,0.69
2024-11-01,1965,Транспорт,1571,94562.8,1.66
2024-11-01,1965,Все категории,32258,94562.8,34.11
2024-11-01,1966,Продовольствие,16664,102967.7,16.18
2024-11-01,1966,Здоровье,991,102967.7,0.96
2024-11-01,1966,Маркетплейсы,4204,102967.7,4.08
2024-11-01,1966,Общественное питание,715,102967.7,0.69
2024-11-01,1966,Транспорт,1816,102967.7,1.76
2024-11-01,1966,Все категории,32073,102967.7,31.15
2024-11-01,1967,Продовольствие,18230,101926.2,17.89
2024-11-01,1967,Здоровье,1264,101926.2,1.24
2024-11-01,1967,Маркетплейсы,4810,101926.2,4.72
2024-11-01,1967,Общественное питание,488,101926.2,0.48
2024-11-01,1967,Транспорт,2395,101926.2,2.35
2024-11-01,1967,Все категории,38877,101926.2,38.14
2024-11-01,1968,Продовольствие,19381,147821.8,13.11
2024-11-01,1968,Здоровье,1413,147821.8,0.96
2024-11-01,1968,Маркетплейсы,5474,147821.8,3.7
2024-11-01,1968,Общественное питание,1309,147821.8,0.89
2024-11-01,1968,Транспорт,1933,147821.8,1.31
2024-11-01,1968,Все категории,40751,147821.8,27.57
2024-11-01,1969,Продовольствие,14778,108750.4,13.59
2024-11-01,1969,Здоровье,1219,108750.4,1.12
2024-11-01,1969,Маркетплейсы,3702,108750.4,3.4
2024-11-01,1969,Общественное питание,968,108750.4,0.89
2024-11-01,1969,Транспорт,1642,108750.4,1.51
2024-11-01,1969,Все категории,33186,108750.4,30.52
2024-12-01,1954,Продовольствие,21150,96625.0,21.89
2024-12-01,1954,Здоровье,1358,96625.0,1.41
2024-12-01,1954,Маркетплейсы,4796,96625.0,4.96
2024-12-01,1954,Общественное питание,232,96625.0,0.24
2024-12-01,1954,Транспорт,1761,96625.0,1.82
2024-12-01,1954,Все категории,41907,96625.0,43.37
2024-12-01,1955,Продовольствие,22710,108286.4,20.97
2024-12-01,1955,Здоровье,1563,108286.4,1.44
2024-12-01,1955,Маркетплейсы,5051,108286.4,4.66
2024-12-01,1955,Общественное питание,2098,108286.4,1.94
2024-12-01,1955,Транспорт,4018,108286.4,3.71
2024-12-01,1955,Все категории,54843,108286.4,50.65
2024-12-01,1956,Продовольствие,17004,106257.6,16.0
2024-12-01,1956,Здоровье,1045,106257.6,0.98
2024-12-01,1956,Маркетплейсы,4529,106257.6,4.26
2024-12-01,1956,Общественное питание,911,106257.6,0.86
2024-12-01,1956,Транспорт,1454,106257.6,1.37
2024-12-01,1956,Все категории,38444,106257.6,36.18
2024-12-01,1957,Продовольствие,20657,128090.6,16.13
2024-12-01,1957,Здоровье,1689,128090.6,1.32
2024-12-01,1957,Маркетплейсы,4745,128090.6,3.7
2024-12-01,1957,Общественное питание,2038,128090.6,1.59
2024-12-01,1957,Транспорт,2850,128090.6,2.22
2024-12-01,1957,Все категории,50707,128090.6,39.59
2024-12-01,1959,Продовольствие,18714,95628.8,19.57
2024-12-01,1959,Здоровье,1071,95628.8,1.12
2024-12-01,1959,Маркетплейсы,4897,95628.8,5.12
2024-12-01,1959,Общественное питание,654,95628.8,0.68
2024-12-01,1959,Транспорт,1584,95628.8,1.66
2024-12-01,1959,Все категории,38291,95628.8,40.04
2024-12-01,1960,Продовольствие,20220,108694.7,18.6
2024-12-01,1960,Здоровье,1340,108694.7,1.23
2024-12-01,1960,Маркетплейсы,5106,108694.7,4.7
2024-12-01,1960,Общественное питание,489,108694.7,0.45
2024-12-01,1960,Транспорт,1761,108694.7,1.62
2024-12-01,1960,Все категории,42532,108694.7,39.13
2024-12-01,1961,Продовольствие,22882,192734.4,11.87
2024-12-01,1961,Здоровье,1909,192734.4,0.99
2024-12-01,1961,Маркетплейсы,7047,192734.4,3.66
2024-12-01,1961,Общественное питание,1929,192734.4,1.0
2024-12-01,1961,Транспорт,2855,192734.4,1.48
2024-12-01,1961,Все категории,55865,192734.4,28.99
2024-12-01,1962,Продовольствие,24583,126841.9,19.38
2024-12-01,1962,Здоровье,1733,126841.9,1.37
2024-12-01,1962,Маркетплейсы,6124,126841.9,4.83
2024-12-01,1962,Общественное питание,1287,126841.9,1.01
2024-12-01,1962,Транспорт,2217,126841.9,1.75
2024-12-01,1962,Все категории,52816,126841.9,41.64
2024-12-01,1963,Продовольствие,20328,93411.3,21.76
2024-12-01,1963,Здоровье,1247,93411.3,1.33
2024-12-01,1963,Маркетплейсы,4581,93411.3,4.9
2024-12-01,1963,Общественное питание,950,93411.3,1.02
2024-12-01,1963,Транспорт,2012,93411.3,2.15
2024-12-01,1963,Все категории,43013,93411.3,46.05
2024-12-01,1965,Продовольствие,19719,94562.8,20.85
2024-12-01,1965,Здоровье,1137,94562.8,1.2
2024-12-01,1965,Маркетплейсы,4312,94562.8,4.56
2024-12-01,1965,Общественное питание,512,94562.8,0.54
2024-12-01,1965,Транспорт,1655,94562.8,1.75
2024-12-01,1965,Все категории,38798,94562.8,41.03
2024-12-01,1966,Продовольствие,19805,102967.7,19.23
2024-12-01,1966,Здоровье,1186,102967.7,1.15
2024-12-01,1966,Маркетплейсы,4914,102967.7,4.77
2024-12-01,1966,Общественное питание,716,102967.7,0.7
2024-12-01,1966,Транспорт,2019,102967.7,1.96
2024-12-01,1966,Все категории,39541,102967.7,38.4
2024-12-01,1967,Продовольствие,21944,101926.2,21.53
2024-12-01,1967,Здоровье,1293,101926.2,1.27
2024-12-01,1967,Маркетплейсы,4881,101926.2,4.79
2024-12-01,1967,Общественное питание,446,101926.2,0.44
2024-12-01,1967,Транспорт,2567,101926.2,2.52
2024-12-01,1967,Все категории,45897,101926.2,45.03
2024-12-01,1968,Продовольствие,23466,147821.8,15.87
2024-12-01,1968,Здоровье,1574,147821.8,1.06
2024-12-01,1968,Маркетплейсы,6163,147821.8,4.17
2024-12-01,1968,Общественное питание,1206,147821.8,0.82
2024-12-01,1968,Транспорт,2099,147821.8,1.42
2024-12-01,1968,Все категории,49168,147821.8,33.26
2024-12-01,1969,Продовольствие,17646,108750.4,16.23
2024-12-01,1969,Здоровье,1220,108750.4,1.12
2024-12-01,1969,Маркетплейсы,4075,108750.4,3.75
2024-12-01,1969,Общественное питание,991,108750.4,0.91
2024-12-01,1969,Транспорт,1797,108750.4,1.65
2024-12-01,1969,Все категории,39634,108750.4,36.44
